id_police,age_conducteur,genre,ville,categorie_socioprofessionnelle,anciennete_permis_ans,marque_vehicule,age_vehicule_ans,puissance_fiscale_cv,usage_vehicule,km_annuels_estimes,formule_assurance,coefficient_bonus_malus,nb_sinistres_anterieurs,prime_annuelle_ttc_mad,sinistre_declare,montant_sinistre_mad
POL-00189,45,Homme,Rabat,Cadre,25.0,Renault,14.0,7.0,Personnel,20000.0,RC,-1.0,1,902.9,0,0.0
POL-00190,19,Femme,Tanger,Employe,0.0,Peugeot,,5.0,Personnel,20000.0,RC,0.84,0,800.0,0,0.0
POL-00191,59,Homme,Meknes,Independant,,Renault,19.0,7.0,Professionnel,15000.0,Tiers_Etendu,0.99,3,1279.29,0,0.0
POL-00192,150,Homme,Oujda,Employe,44.0,Peugeot,4.0,7.0,Domicile_Travail,25000.0,Tiers_Etendu,,2,1084.09,0,0.0
POL-00193,74,Femme,Tanger,Commercant,50.0,Volkswagen,4.0,9.0,Personnel,30000.0,RC,0.94,1,945.34,0,0.0
POL-00194,70,Homme,Rabat,Employe,49.0,Toyota,19.0,6.0,Personnel,15000.0,Tiers_Etendu,0.85,2,1203.24,0,0.0
POL-00195,23,Homme,Fes,Cadre,5.0,Ford,14.0,11.0,Domicile_Travail,30000.0,RC,0.63,0,1106.39,1,2444.96
POL-00196,45,Femme,Rabat,Cadre,23.0,Dacia,,11.0,Domicile_Travail,20000.0,Tiers_Etendu,0.5,0,1240.46,0,0.0
POL-00197,45,Femme,Casablanca,Employe,24.0,Ford,14.0,6.0,Personnel,20000.0,RC,1.08,1,923.4,0,0.0
POL-00198,61,Homme,Agadir,Employe,42.0,Dacia,1.0,7.0,Personnel,15000.0,RC,0.74,1,800.0,1,1507.39
POL-00199,61,Femme,Casablanca,Cadre,42.0,Ford,12.0,10.0,Personnel,10000.0,RC,1.37,2,1100.45,0,0.0
POL-00200,37,Homme,Meknes,Etudiant,18.0,Renault,3.0,11.0,Domicile_Travail,5000.0,RC,1.02,1,961.84,0,0.0
POL-00201,47,Homme,Rabat,Retraite,26.0,Renault,9.0,7.0,Professionnel,10000.0,Tiers_Etendu,0.92,4,1245.36,0,0.0
POL-00202,28,Homme,Fes,Independant,7.0,Peugeot,12.0,6.0,Personnel,15000.0,RC,0.93,0,848.61,0,0.0
POL-00203,72,Homme,Fes,Etudiant,50.0,Fiat,9.0,7.0,Domicile_Travail,15000.0,Tiers_Etendu,0.93,1,1065.55,0,0.0
POL-00204,45,Femme,Meknes,Employe,27.0,Dacia,8.0,8.0,Personnel,15000.0,RC,0.71,1,885.59,0,0.0
POL-00205,42,Homme,Fes,Retraite,24.0,Renault,7.0,6.0,Personnel,40000.0,Tiers_Etendu,0.5,1,821.28,0,0.0
POL-00206,56,Homme,Fes,,37.0,Volkswagen,2.0,8.0,Personnel,15000.0,Tous_Risques,0.74,0,1055.0,0,0.0
POL-00207,50,Homme,Casablanca,Retraite,30.0,Renault,15.0,5.0,Domicile_Travail,15000.0,RC,0.85,1,949.05,1,1831.73
POL-00208,18,Femme,Marrakech,Retraite,0.0,Dacia,,4.0,Personnel,10000.0,Tiers_Etendu,0.72,2,922.76,0,0.0
POL-00209,74,Homme,Casablanca,Independant,50.0,Peugeot,8.0,7.0,Domicile_Travail,5000.0,RC,0.59,0,874.06,1,6628.64
POL-00210,44,Homme,Tanger,Retraite,26.0,Renault,10.0,,Personnel,25000.0,Tiers_Etendu,0.7,1,994.62,1,1581.61
POL-00211,74,Homme,Marrakech,,50.0,Ford,2.0,6.0,Personnel,20000.0,RC,1.06,0,800.0,0,0.0
POL-00212,69,Homme,Fes,Employe,50.0,Toyota,4.0,7.0,Personnel,25000.0,Tiers_Etendu,1.0,3,941.78,0,0.0
POL-00213,30,Homme,Casablanca,Employe,9.0,Peugeot,9.0,6.0,Domicile_Travail,10000.0,Tiers_Etendu,0.88,0,967.82,0,0.0
POL-00214,58,Femme,Casablanca,Commercant,36.0,Fiat,12.0,6.0,Personnel,20000.0,Tous_Risques,0.97,0,1183.06,0,0.0
POL-00215,20,Femme,Tanger,Cadre,0.0,Peugeot,3.0,6.0,Domicile_Travail,10000.0,Tiers_Etendu,0.62,0,800.0,0,0.0
POL-00216,56,Homme,Casablanca,Commercant,38.0,Dacia,,11.0,Personnel,10000.0,Tiers_Etendu,0.69,1,1214.06,0,0.0
POL-00217,23,Femme,Casablanca,Retraite,2.0,Renault,11.0,7.0,Personnel,5000.0,RC,0.91,0,903.87,0,0.0
POL-00218,25,Femme,Casablanca,Cadre,3.0,Peugeot,4.0,7.0,Personnel,10000.0,Tous_Risques,0.65,1,1063.87,0,0.0
POL-00219,44,Femme,Oujda,Independant,25.0,Dacia,9.0,8.0,Personnel,15000.0,Tous_Risques,0.87,2,1228.98,0,0.0
POL-00220,26,Homme,Tanger,Retraite,7.0,Fiat,8.0,12.0,Personnel,10000.0,RC,0.6,2,960.72,0,0.0
POL-00221,54,Homme,Rabat,Retraite,33.0,Toyota,19.0,6.0,Personnel,40000.0,Tous_Risques,0.52,0,1287.65,0,0.0
POL-00222,50,Homme,Casablanca,Retraite,32.0,Renault,6.0,8.0,Domicile_Travail,15000.0,RC,1.0,4,917.21,0,0.0
POL-00223,68,Homme,Rabat,Commercant,46.0,Hyundai,1.0,8.0,Domicile_Travail,10000.0,Tous_Risques,1.06,1,1144.0,0,0.0
POL-00224,59,Femme,Tanger,Retraite,41.0,Toyota,6.0,8.0,Personnel,10000.0,Tous_Risques,0.72,0,1227.52,1,1165.64
POL-00225,61,Femme,Fes,Independant,42.0,Fiat,7.0,5.0,Personnel,20000.0,RC,0.55,0,800.0,0,0.0
POL-00226,41,Femme,Casablanca,Cadre,19.0,Ford,6.0,8.0,Personnel,5000.0,Tous_Risques,,0,1134.74,1,1426.36
POL-00227,32,FEMME,Casablanca,Employe,14.0,Peugeot,13.0,5.0,Personnel,25000.0,RC,1.22,1,1005.56,0,0.0
POL-00228,71,Homme,Casablanca,Independant,,Volkswagen,18.0,8.0,Personnel,,RC,0.87,0,1112.04,0,0.0
POL-00229,49,Femme,Fes,Employe,28.0,Hyundai,4.0,8.0,Professionnel,10000.0,RC,0.73,0,916.17,0,0.0
POL-00230,49,Femme,Tanger,Commercant,28.0,Hyundai,17.0,6.0,Personnel,,Tous_Risques,0.78,1,1372.21,1,413.27
POL-00231,41,Homme,Casablanca,Independant,21.0,Dacia,19.0,9.0,Personnel,5000.0,RC,0.5,0,1049.94,1,2670.49
POL-00232,58,Femme,Casablanca,Cadre,39.0,Dacia,11.0,4.0,Personnel,20000.0,RC,0.97,1,840.44,0,0.0
POL-00233,69,Femme,Casablanca,Commercant,47.0,Peugeot,16.0,9.0,Personnel,15000.0,Tous_Risques,1.25,1,1518.73,0,0.0
POL-00234,66,Homme,Oujda,Independant,45.0,Renault,12.0,7.0,Domicile_Travail,15000.0,RC,0.69,0,800.14,0,0.0
POL-00235,66,Homme,Casablanca,Commercant,46.0,Dacia,1.0,6.0,Personnel,10000.0,RC,1.33,2,837.43,0,0.0
POL-00236,69,Homme,Tanger,Cadre,,Toyota,,5.0,Personnel,20000.0,RC,,0,851.42,0,0.0
POL-00237,29,Homme,Fes,Cadre,10.0,Dacia,6.0,11.0,Domicile_Travail,15000.0,RC,1.18,0,1028.78,0,0.0
POL-00238,56,Homme,Rabat,Employe,37.0,Hyundai,,5.0,Personnel,10000.0,Tiers_Etendu,0.91,1,954.51,1,1035.92
POL-00239,19,Femme,Casablanca,Retraite,1.0,Peugeot,5.0,6.0,Domicile_Travail,20000.0,RC,,0,800.0,0,0.0
POL-00240,20,Homme,Casablanca,Employe,0.0,Fiat,2.0,7.0,Domicile_Travail,20000.0,Tous_Risques,1.22,3,1206.77,1,440.04
POL-00241,66,Homme,Fes,Commercant,48.0,Peugeot,2.0,8.0,Personnel,25000.0,Tous_Risques,1.01,0,1135.37,0,0.0
POL-00242,54,Homme,marrakech,Employe,34.0,Dacia,17.0,7.0,Domicile_Travail,10000.0,RC,0.92,0,938.11,0,0.0
POL-00243,66,Homme,Fes,Employe,44.0,Hyundai,10.0,5.0,Personnel,25000.0,RC,0.5,2,800.0,1,677.42
POL-00244,73,Femme,Marrakech,Etudiant,50.0,Volkswagen,19.0,6.0,Domicile_Travail,20000.0,RC,0.55,0,861.01,0,0.0
POL-00245,34,Homme,Casablanca,Independant,15.0,Fiat,,6.0,Personnel,10000.0,Tiers_Etendu,0.94,1,907.71,0,0.0
POL-00246,66,Homme,Oujda,Cadre,44.0,Peugeot,18.0,6.0,Personnel,20000.0,RC,1.14,0,1020.33,1,2377.8
POL-00247,19,Femme,Tanger,Employe,0.0,Renault,18.0,7.0,Domicile_Travail,15000.0,RC,0.88,1,1150.16,0,0.0
POL-00248,19,Homme,Casablanca,Cadre,0.0,Ford,14.0,8.0,Domicile_Travail,30000.0,Tous_Risques,0.73,0,1329.37,0,0.0
POL-00249,45,Homme,Oujda,Commercant,25.0,Dacia,15.0,6.0,Professionnel,,RC,0.5,0,1050.74,0,0.0
POL-00250,71,Homme,Marrakech,,49.0,Hyundai,8.0,7.0,Domicile_Travail,20000.0,RC,0.69,0,800.0,0,0.0
POL-00251,40,Homme,Marrakech,Cadre,18.0,Peugeot,3.0,7.0,Personnel,15000.0,Tous_Risques,0.88,0,1164.24,0,0.0
POL-00252,54,Homme,Tanger,Employe,32.0,Dacia,14.0,11.0,Personnel,30000.0,Tiers_Etendu,0.68,1,1192.61,0,0.0
POL-00253,49,Homme,Agadir,,31.0,Renault,11.0,11.0,Personnel,,RC,0.66,0,963.83,0,0.0
POL-00254,50,Homme,Fes,Retraite,30.0,Renault,2.0,9.0,Personnel,40000.0,Tiers_Etendu,,0,1088.45,0,0.0
POL-00255,18,Femme,Casablanca,Retraite,,Toyota,13.0,6.0,Personnel,30000.0,RC,1.14,0,1005.64,0,0.0
POL-00256,36,Homme,Rabat,Cadre,18.0,Fiat,,5.0,Professionnel,15000.0,Tous_Risques,0.99,1,1513.12,0,0.0
POL-00257,19,Homme,Meknes,Independant,0.0,Renault,18.0,,Personnel,25000.0,Tiers_Etendu,0.91,1,1084.41,0,0.0
POL-00258,70,Homme,Casablanca,Employe,50.0,Volkswagen,,6.0,Personnel,40000.0,Tous_Risques,0.89,0,1068.49,0,0.0
POL-00259,61,Homme,Rabat,Employe,41.0,Dacia,3.0,7.0,Personnel,10000.0,Tous_Risques,0.96,0,1160.12,0,0.0
POL-00260,43,Femme,Rabat,Independant,22.0,Peugeot,,9.0,Domicile_Travail,15000.0,Tous_Risques,0.83,0,1220.32,0,0.0
POL-00261,49,Homme,Rabat,Retraite,28.0,Dacia,18.0,9.0,Domicile_Travail,20000.0,Tous_Risques,0.77,1,1441.63,0,0.0
POL-00262,23,Femme,Fes,Retraite,2.0,Ford,16.0,9.0,Domicile_Travail,15000.0,Tiers_Etendu,1.0,0,1283.96,0,0.0
POL-00263,49,Homme,Meknes,Commercant,30.0,Toyota,15.0,7.0,Personnel,5000.0,RC,0.8,0,948.28,0,0.0
POL-00264,72,Homme,Casablanca,Employe,50.0,Hyundai,14.0,8.0,Domicile_Travail,10000.0,Tiers_Etendu,0.61,1,1104.39,0,0.0
POL-00265,21,Homme,Casablanca,Independant,1.0,Volkswagen,7.0,6.0,Personnel,15000.0,Tiers_Etendu,1.14,2,1046.67,0,0.0
POL-00266,72,Femme,Casablanca,,50.0,Hyundai,18.0,5.0,Domicile_Travail,15000.0,Tous_Risques,0.5,0,1126.42,1,1318.33
POL-00267,28,Homme,Meknes,,6.0,Fiat,7.0,8.0,Domicile_Travail,,tous risques,1.15,1,960.09,0,0.0
POL-00268,73,Homme,Fes,Employe,,Toyota,17.0,4.0,Personnel,,Tous_Risques,0.95,0,1256.79,0,0.0
POL-00269,34,Homme,Casablanca,Commercant,15.0,Ford,15.0,7.0,Personnel,20000.0,Tous_Risques,0.66,2,1299.45,0,0.0
POL-00270,55,Femme,Agadir,Employe,37.0,Peugeot,19.0,6.0,Domicile_Travail,10000.0,Tous_Risques,0.85,0,1341.25,0,0.0
POL-00271,41,Homme,Agadir,Cadre,22.0,Dacia,18.0,8.0,Personnel,,Tous_Risques,0.76,0,1339.43,0,0.0
POL-00272,22,Femme,Agadir,Retraite,0.0,Peugeot,9.0,9.0,Domicile_Travail,20000.0,RC,1.01,2,1046.31,1,151.64
POL-00273,69,Homme,Meknes,Cadre,50.0,Dacia,16.0,6.0,Personnel,30000.0,RC,1.01,0,1002.04,0,0.0
POL-00274,51,Homme,Casablanca,Commercant,30.0,Hyundai,12.0,9.0,Personnel,5000.0,RC,0.94,0,1099.28,1,4750.44
POL-00275,23,Homme,Tanger,Employe,5.0,Peugeot,12.0,6.0,Personnel,10000.0,RC,1.0,0,924.36,0,0.0
POL-00276,39,Homme,Rabat,Cadre,18.0,Hyundai,6.0,7.0,Personnel,30000.0,Tiers_Etendu,0.83,1,917.13,1,1279.14
POL-00277,28,Homme,Agadir,Cadre,10.0,Dacia,9.0,8.0,Personnel,30000.0,Tous_Risques,1.2,0,1423.85,0,0.0
POL-00278,65,Homme,Tanger,Cadre,43.0,Dacia,1.0,8.0,Personnel,20000.0,Tous_Risques,1.09,2,1183.16,0,0.0
POL-00279,33,Femme,Tanger,Etudiant,15.0,Peugeot,3.0,12.0,Domicile_Travail,25000.0,Tiers_Etendu,0.75,0,1114.77,0,0.0
POL-00280,50,Homme,Fes,Employe,32.0,Fiat,5.0,6.0,Personnel,10000.0,RC,1.01,0,827.29,0,0.0
POL-00281,26,Homme,Casablanca,Retraite,8.0,Renault,17.0,8.0,Professionnel,20000.0,RC,0.99,0,1274.28,0,0.0
POL-00282,999,Homme,Marrakech,Commercant,4.0,Peugeot,,8.0,Domicile_Travail,10000.0,RC,0.8,0,826.51,0,0.0
POL-00283,33,Homme,Oujda,Employe,14.0,Toyota,16.0,10.0,Domicile_Travail,10000.0,RC,0.78,1,991.39,0,0.0
POL-00284,46,Homme,Meknes,Commercant,24.0,Hyundai,13.0,6.0,Personnel,25000.0,Tiers_Etendu,1.09,1,1061.89,0,0.0
POL-00285,20,Homme,Casablanca,Commercant,2.0,Renault,10.0,9.0,Personnel,10000.0,RC,0.85,0,1021.11,0,0.0
POL-00286,37,Homme,Casablanca,Independant,17.0,Peugeot,18.0,8.0,Personnel,15000.0,RC,0.9,0,1081.44,0,0.0
POL-00287,53, Homme,Casablanca,Employe,31.0,Dacia,1.0,6.0,Domicile_Travail,30000.0,RC,1.13,1,889.46,1,1798.61
POL-00288,36,Femme,Tanger,Employe,18.0,Fiat,2.0,7.0,Domicile_Travail,10000.0,Tiers_Etendu,1.36,1,1016.11,0,0.0
POL-00289,43,Homme,Agadir,Etudiant,25.0,Dacia,10.0,7.0,Personnel,,Tiers_Etendu,0.74,1,1000.47,0,0.0
POL-00290,20,Homme,Casablanca,Retraite,1.0,Renault,,8.0,Personnel,40000.0,Tiers_Etendu,0.81,1,1046.16,0,0.0
POL-00291,36,Homme,Marrakech,Etudiant,14.0,Dacia,13.0,10.0,Domicile_Travail,20000.0,RC,0.86,0,1024.71,0,0.0
POL-00292,37,Homme,Agadir,Employe,19.0,Renault,18.0,8.0,Personnel,10000.0,Tous_Risques,0.87,2,1376.73,0,0.0
POL-00293,49,Homme,Tanger,Independant,31.0,Volkswagen,15.0,8.0,Domicile_Travail,15000.0,RC,0.93,0,1009.33,0,0.0
POL-00294,24,Homme,Marrakech,Employe,2.0,Dacia,6.0,7.0,Domicile_Travail,15000.0,Tiers_Etendu,0.75,0,922.73,0,0.0
POL-00295,69,Femme,Marrakech,Commercant,49.0,Dacia,7.0,5.0,Domicile_Travail,500000.0,Tous_Risques,0.6,1,1061.59,0,0.0
POL-00296,58,Femme,Marrakech,Employe,36.0,Peugeot,18.0,6.0,Personnel,15000.0,Tiers_Etendu,1.2,2,1130.99,0,0.0
POL-00297,50,Homme,Casablanca,Commercant,28.0,Dacia,19.0,7.0,Personnel,40000.0,Tous_Risques,0.97,1,1488.14,0,0.0
POL-00298,57,Homme,Marrakech,Cadre,37.0,Dacia,15.0,6.0,Domicile_Travail,10000.0,rc,0.77,0,848.02,1,2044.69
POL-00299,56,Homme,Fes,,34.0,Volkswagen,6.0,6.0,Professionnel,25000.0,Tiers_Etendu,0.94,0,1056.14,0,0.0
POL-00300,35,Femme,Agadir,Etudiant,17.0,Volkswagen,8.0,7.0,Personnel,5000.0,RC,1.22,0,965.49,0,0.0
POL-00301,57,Homme,Fes,Employe,35.0,Ford,,6.0,Personnel,20000.0,Tiers_Etendu,0.69,2,958.13,0,0.0
POL-00302,18,Homme,Tanger,Cadre,0.0,Volkswagen,0.0,6.0,Domicile_Travail,30000.0,RC,0.89,0,800.0,1,1341.09
POL-00303,28,Femme,Casablanca,Cadre,,Toyota,7.0,7.0,Professionnel,15000.0,RC,0.57,1,971.63,1,3403.62
POL-00304,45,Homme,Rabat,Retraite,,Dacia,3.0,5.0,Domicile_Travail,10000.0,Tiers_Etendu,0.83,0,876.24,0,0.0
POL-00305,74,Femme,Casablanca,Commercant,50.0,Volkswagen,,10.0,Professionnel,20000.0,Tiers_Etendu,0.97,1,1355.33,0,0.0
POL-00306,42,Homme,Casablanca,Employe,24.0,Volkswagen,2.0,9.0,Personnel,20000.0,RC,0.63,2,800.0,0,0.0
POL-00307,67,Homme,Tanger,Etudiant,49.0,Volkswagen,12.0,8.0,Personnel,20000.0,Tiers_Etendu,0.81,0,1131.71,0,0.0
POL-00308,40,Homme,Oujda,Etudiant,21.0,Peugeot,7.0,5.0,Domicile_Travail,15000.0,Tiers_Etendu,1.01,0,993.45,0,0.0
POL-00309,48,Femme,Casablanca,Employe,29.0,Renault,6.0,9.0,Domicile_Travail,,RC,0.97,1,808.96,0,0.0
POL-00310,47,Femme,Rabat,Independant,25.0,Volkswagen,0.0,9.0,Personnel,30000.0,Tiers_Etendu,0.62,0,854.34,0,0.0
POL-00311,59,Femme,Agadir,Independant,40.0,Toyota,15.0,9.0,Personnel,30000.0,Tous_Risques,0.92,1,1346.65,1,3382.08
POL-00312,52,Homme,Casablanca,Commercant,31.0,Fiat,5.0,5.0,Domicile_Travail,15000.0,Tiers_Etendu,0.96,1,935.39,0,0.0
POL-00313,24,Femme,Marrakech,Cadre,,Dacia,6.0,8.0,Personnel,25000.0,RC,0.87,0,887.89,0,0.0
POL-00314,33,Homme,Tanger,Etudiant,14.0,Renault,11.0,9.0,Personnel,15000.0,RC,1.07,1,1063.9,0,0.0
POL-00315,43,Homme,Fes,Commercant,24.0,Dacia,8.0,8.0,Domicile_Travail,15000.0,Tiers_Etendu,0.73,0,993.72,0,0.0
POL-00316,65,Femme,Casablanca,Employe,44.0,Volkswagen,10.0,8.0,Domicile_Travail,10000.0,Tous_Risques,0.93,2,1288.76,0,0.0
POL-00317,74,Homme,Rabat,Employe,50.0,Dacia,9.0,7.0,Domicile_Travail,15000.0,Tiers_Etendu,0.62,0,949.57,0,0.0
POL-00318,69,Homme,Tanger,Cadre,50.0,Dacia,0.0,7.0,Personnel,20000.0,RC,0.53,1,800.0,1,2686.81
POL-00319,66,Homme,Marrakech,,44.0,Fiat,17.0,,Domicile_Travail,5000.0,Tiers_Etendu,1.01,0,1106.86,1,1099.73
POL-00320,19,Homme,Casablanca,Independant,0.0,Dacia,3.0,8.0,Domicile_Travail,,Tous_Risques,0.85,0,1116.52,0,0.0
POL-00321,18,Homme,Tanger,Cadre,0.0,Volkswagen,4.0,5.0,Domicile_Travail,,RC,0.76,0,800.0,0,0.0
POL-00322,65,Homme,Casablanca,Employe,45.0,Renault,,7.0,Domicile_Travail,20000.0,Tous_Risques,0.64,1,1148.07,0,0.0
POL-00323,29,Homme,Tanger,Commercant,8.0,Volkswagen,16.0,,Personnel,20000.0,Tous_Risques,1.02,0,1317.6,0,0.0
POL-00324,22,Femme,Casablanca,Cadre,,Hyundai,2.0,7.0,Personnel,30000.0,RC,0.55,2,800.0,0,0.0
POL-00325,54,Femme,Oujda,Retraite,36.0,Ford,15.0,5.0,Personnel,5000.0,Tous_Risques,1.05,0,1316.6,0,0.0
POL-00326,49,Homme,Rabat,Employe,29.0,Ford,4.0,8.0,Personnel,20000.0,RC,0.94,1,833.39,0,0.0
POL-00327,72,Homme,Rabat,Employe,50.0,Dacia,15.0,9.0,Domicile_Travail,25000.0,Tous_Risques,,1,1260.76,0,0.0
POL-00328,26,Homme,Casablanca,Employe,5.0,Dacia,2.0,6.0,Domicile_Travail,20000.0,tous risques,0.88,0,800.0,0,0.0
POL-00329,58,Homme,Rabat,Employe,37.0,Renault,19.0,5.0,Domicile_Travail,15000.0,RC,,0,1054.34,0,0.0
POL-00330,52,Homme,Agadir,Cadre,32.0,Hyundai,100.0,5.0,Domicile_Travail,10000.0,Tiers_Etendu,1.09,0,1085.29,0,0.0
POL-00331,36,Homme,Oujda,Independant,17.0,Ford,2.0,10.0,Personnel,30000.0,Tous_Risques,0.68,0,1166.02,1,5049.41
POL-00332,65,Homme,Rabat,Retraite,44.0,Peugeot,19.0,,Personnel,15000.0,RC,0.99,0,1036.37,1,17727.96
POL-00333,33,Homme,Rabat,,11.0,Hyundai,,7.0,Personnel,30000.0,Tiers_Etendu,,1,970.68,0,0.0
POL-00334,20,Homme,Tanger,Independant,0.0,Dacia,,5.0,Personnel,20000.0,RC,0.58,0,848.78,0,0.0
POL-00335,37,Homme,Meknes,Independant,19.0,Volkswagen,16.0,8.0,Personnel,20000.0,RC,0.84,1,1030.46,0,0.0
POL-00336,41,Femme,Marrakech,Etudiant,,Fiat,,9.0,Domicile_Travail,25000.0,RC,0.96,2,1047.54,0,0.0
POL-00337,71,Femme,Rabat,Employe,50.0,Renault,17.0,9.0,Professionnel,20000.0,Tiers_Etendu,1.01,0,1512.15,0,0.0
POL-00338,73,Homme,Rabat,Employe,50.0,Peugeot,17.0,8.0,Personnel,,RC,1.02,1,1106.83,0,0.0
POL-00339,50,Femme,Fes,Employe,30.0,Dacia,13.0,5.0,Personnel,20000.0,RC,0.95,0,902.88,0,0.0
POL-00340,41,Homme,Casablanca,Independant,20.0,Hyundai,17.0,,Domicile_Travail,25000.0,RC,0.53,2,858.4,0,0.0
POL-00341,69,Femme,Fes,Etudiant,47.0,Peugeot,14.0,4.0,Personnel,15000.0,RC,0.84,0,822.75,0,0.0
POL-00342,28,Femme,Rabat,Cadre,9.0,Dacia,14.0,6.0,Domicile_Travail,15000.0,Tiers_Etendu,1.04,1,1143.0,0,0.0
POL-00343,66,Homme,Tanger,Employe,44.0,Peugeot,5.0,5.0,Domicile_Travail,10000.0,Tous_Risques,0.94,3,1083.78,0,0.0
POL-00344,25,Homme,Casablanca,Retraite,4.0,Renault,14.0,6.0,Professionnel,30000.0,RC,0.89,0,1159.38,0,0.0
POL-00345,53,Homme,Marrakech,Independant,33.0,Peugeot,,7.0,Personnel,10000.0,Tous_Risques,0.92,1,1371.91,0,0.0
POL-00346,55,Homme,RABAT,Retraite,34.0,Hyundai,3.0,10.0,Domicile_Travail,,Tous_Risques,0.91,0,1199.15,0,0.0
POL-00347,57,Homme,Fes,Independant,36.0,Dacia,7.0,8.0,Personnel,15000.0,Tiers_Etendu,0.5,0,976.82,0,0.0
POL-00348,37,Homme,Casablanca,Employe,15.0,Toyota,14.0,9.0,Domicile_Travail,,Tiers_Etendu,,1,1237.55,0,0.0
POL-00349,52,Homme,Marrakech,Commercant,33.0,Toyota,2.0,8.0,Personnel,20000.0,Tous_Risques,0.83,0,1135.59,0,0.0
POL-00350,65,Femme,Marrakech,Independant,44.0,Renault,14.0,5.0,Personnel,,RC,0.99,1,884.87,0,0.0
POL-00351,42,Femme,Marrakech,Cadre,20.0,Dacia,12.0,,Domicile_Travail,20000.0,Tiers_Etendu,0.5,0,981.53,0,0.0
POL-00352,52,Homme,Marrakech,Commercant,33.0,Toyota,8.0,6.0,Domicile_Travail,25000.0,Tiers_Etendu,1.18,2,1075.48,0,0.0
POL-00353,42,Homme,Fes,Independant,22.0,Fiat,1.0,8.0,Domicile_Travail,25000.0,Tiers_Etendu,0.62,0,821.62,0,0.0
POL-00354,46,Homme,Agadir,Cadre,26.0,Renault,7.0,7.0,Domicile_Travail,10000.0,Tous_Risques,,0,1264.57,0,0.0
POL-00355,35,Homme,Casablanca,Independant,17.0,Renault,19.0,12.0,Domicile_Travail,30000.0,RC,1.27,0,1292.78,0,0.0
POL-00356,63,Femme,Agadir,Commercant,41.0,Dacia,16.0,6.0,Personnel,20000.0,Tiers_Etendu,0.59,0,1026.09,0,0.0
POL-00357,35,Homme,Marrakech,Retraite,,Hyundai,12.0,6.0,Domicile_Travail,30000.0,Tiers_Etendu,1.01,0,1064.9,0,0.0
POL-00358,19,Homme,Casablanca,Cadre,0.0,Dacia,0.0,10.0,Domicile_Travail,15000.0,RC,0.65,0,850.66,0,0.0
POL-00359,71,Homme,Casablanca,Employe,50.0,Renault,1.0,4.0,Professionnel,20000.0,RC,0.72,0,800.0,1,729.2
POL-00360,52,Homme,Rabat,,33.0,Toyota,14.0,8.0,Professionnel,,Tiers_Etendu,0.73,0,1341.13,1,1188.58
POL-00361,33,Femme,Tanger,Employe,11.0,Hyundai,11.0,,Personnel,30000.0,Tous_Risques,0.94,0,1282.36,0,0.0
POL-00362,58,Femme,Fes,Independant,40.0,Renault,13.0,9.0,Domicile_Travail,,Tiers_Etendu,0.91,0,1156.24,0,0.0
POL-00363,53,Homme,Tanger,Independant,33.0,Peugeot,,11.0,Personnel,15000.0,Tous_Risques,0.61,0,1188.48,0,0.0
POL-00364,50,Homme,Marrakech,Cadre,31.0,Hyundai,17.0,11.0,Personnel,15000.0,RC,0.94,3,1169.65,1,1733.01
POL-00365,21,Homme,Rabat,Commercant,2.0,Dacia,6.0,5.0,Domicile_Travail,15000.0,RC,0.81,0,800.0,0,0.0
POL-00366,50,Femme,Casablanca,Commercant,31.0,Dacia,5.0,9.0,Personnel,15000.0,RC,,0,800.0,0,0.0
POL-00367,31,Femme,Rabat,Employe,9.0,Ford,,8.0,Domicile_Travail,15000.0,RC,0.76,0,863.72,0,0.0
POL-00368,38,Homme,Rabat,Retraite,16.0,Dacia,7.0,8.0,Personnel,25000.0,RC,1.18,2,1010.55,0,0.0
POL-00369,65,Homme,Casablanca,Etudiant,43.0,Toyota,1.0,5.0,Personnel,5000.0,RC,0.77,0,800.0,0,0.0
POL-00370,37,Femme,Casablanca,Independant,16.0,Ford,16.0,8.0,Domicile_Travail,20000.0,Tous_Risques,0.5,1,1229.31,1,8684.57
POL-00371,73,Homme,Marrakech,Independant,50.0,Renault,4.0,12.0,Domicile_Travail,10000.0,Tous_Risques,-1.0,0,1411.94,0,0.0
POL-00372,25,Femme,Tanger,Employe,5.0,Renault,13.0,10.0,Professionnel,15000.0,RC,0.66,0,1184.68,0,0.0
POL-00373,24,Homme,Oujda,Retraite,2.0,Hyundai,19.0,7.0,Domicile_Travail,,RC,0.89,1,1087.31,0,0.0
POL-00374,20,Homme,Meknes,Independant,0.0,Ford,2.0,,Domicile_Travail,,RC,0.82,0,800.0,0,0.0
POL-00375,34,Homme,Fes,Independant,15.0,Fiat,4.0,7.0,Personnel,25000.0,Tiers_Etendu,1.2,0,1043.66,0,0.0
POL-00376,50,Homme,Rabat,Etudiant,28.0,Toyota,15.0,9.0,Personnel,30000.0,RC,0.82,1,1020.67,0,0.0
POL-00377,65,Homme,Fes,Employe,44.0,Dacia,17.0,8.0,Personnel,10000.0,RC,0.62,1,969.06,0,0.0
POL-00378,29,Femme,Tanger,Independant,8.0,Hyundai,16.0,7.0,Domicile_Travail,15000.0,Tous_Risques,0.76,2,1374.86,0,0.0
POL-00379,68,Homme,Casablanca,Cadre,46.0,Peugeot,10.0,5.0,Domicile_Travail,,Tous_Risques,0.6,1,1073.81,0,0.0
